214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	300	300	300	287.29	159.626	217.669	206.252	195.08	149.273	257.385	300	247.435	206.64	183.94
214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	293.473	300	300	266.42	300	300	267.172	211.398	134.22	157.102	223.044	230.591	300	147.336
214.838	227.928	263.184	265.86	252.192	300	244.863	300	300	206.972	300	239.668	300	206.816	257.055	221.808	300	228.625	133.947	204.098	172.764	114.646	224.938	158.215
183.994	236.511	262.115	117.32	300	272.119	300	300	291.072	300	300	300	265.248	298.148	278.173	228.054	143.696	243.44	222.958	155.579	181.005	227.525	166.498	170.454
214.838	227.928	263.184	265.86	252.192	300	300	300	300	266.551	298.731	212.413	231.715	225.148	300	172.011	176.289	223.905	196.933	280.482	184.562	214.748	240.025	218.519
214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	293.473	300	300	266.42	300	221.937	231.105	300	217.744	228.907	150.538	190.057	261.713	196.236
214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	293.473	300	300	266.42	300	300	267.172	211.398	203.022	189.588	267.665	101.883	229.466	194.083
214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	293.473	300	300	266.42	300	193.312	272.148	199.853	130.894	137.479	154.642	104.528	259.128	168.859
214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	293.473	300	300	266.42	300	300	267.172	211.398	203.022	189.588	257.801	196.624	271.394	217.049
214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	293.473	300	300	266.42	300	300	267.172	211.398	203.022	189.588	267.665	101.883	248.295	173.229
214.838	227.928	263.184	265.86	252.192	300	244.863	300	259.868	289.297	300	246.565	178.136	300	267.864	300	225.812	185.889	241.256	177.087	170.71	140.223	222.315	118.862
214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	293.473	300	300	300	278.698	300	183.972	233.737	242.43	166.101	124.64	274.032	200.546	213.98
214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	293.473	300	300	266.42	300	300	267.172	211.398	234.26	247.43	251.811	171.793	252.533	133.541
214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	293.473	300	300	266.42	300	300	267.172	211.398	203.022	189.588	267.665	101.883	147.647	146.774
214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	293.473	300	300	266.42	300	300	267.172	211.398	203.022	189.588	261.393	162.33	235.202	196.828
214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	293.473	300	300	266.42	300	300	267.172	211.398	203.022	189.588	267.665	101.883	167.753	201.602
214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	293.473	300	300	266.42	300	300	267.172	211.398	203.022	189.588	267.665	101.883	157.233	125.162
214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	293.473	300	300	266.42	300	300	267.172	211.398	203.022	189.588	201.658	222.826	165.975	128.624
214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	293.473	300	300	280.055	272.691	300	199.837	216.992	110.657	122.619	218.159	181.555	267.099	157.912
214.838	227.928	263.184	265.86	252.192	300	244.863	300	290.211	190.305	293.473	300	300	266.42	300	300	267.172	211.398	196.281	210.685	264.467	208.615	166.646	226.594
